index,loss
0,0.011029337818767693
1,0.010548258787695688
2,0.010197605061744937
3,0.009844846256149214
4,0.009811282905243603
5,0.009774680911244624
6,0.009656554157787517
7,0.009622582959105803
8,0.009526825033060021
9,0.009823587436448445
10,0.009520405866042846
11,0.009494051932792283
12,0.009432804897167005
13,0.0096898855646137
14,0.00934036615883139
15,0.00943215235694923
16,0.009357999972933182
17,0.009285667414880117
18,0.009255498937710337
19,0.009647913411181912
20,0.009266230249897632
21,0.009162684989012126
22,0.008995868404241563
23,0.009117286126082803
24,0.008968715790929048
25,0.008882799912026954
26,0.009059747126086039
27,0.009050207302368003
28,0.008713610119788872
29,0.009171215063395237
30,0.008947208703268353
31,0.00871268735252876
32,0.008825744341242342
33,0.008595052550544498
34,0.008934908271705162
35,0.008554423270895565
36,0.008781833448551974
37,0.008718887199961785
38,0.00878511320995004
39,0.008734142379858511
40,0.008586022911371246
41,0.00854802252110218
42,0.008661842898393576
43,0.008450292005862026
44,0.008532884538671518
45,0.008350951664171474
46,0.008541460407992436
47,0.009583284340172287
48,0.008591430900706836
49,0.008558013120303232
50,0.008360138360760272
51,0.008243722410765566
52,0.008578725820002096
53,0.008068529490209328
54,0.008138653033313735
55,0.008278379810086686
56,0.008208261267727956
57,0.008905533673071134
58,0.008129858548425722
59,0.008176200216202582
60,0.008173971344638526
61,0.008254911274037368
62,0.008185631976688559
63,0.008058445867217712
64,0.008298865512484913
65,0.00831775908746317
66,0.008251640542048176
67,0.008069044848334829
68,0.00791564053288978
69,0.008361709709717372
70,0.00824447209574362
71,0.008261811846035916
72,0.00796756976289739
73,0.00794440865684161
74,0.008108403682584668
75,0.008218981805766877
76,0.008132409305931329
77,0.008097807500281873
78,0.008277534373642738
79,0.00826712971402768
80,0.008201928751901425
81,0.010996268159821536
82,0.009818126724142702
83,0.009624851209291418
84,0.009226578057469874
85,0.00902778568284448
86,0.008636866919849483
87,0.008450943213058938
88,0.008302552873585885
89,0.008253275866168152
90,0.007971660751263168
91,0.008595960661396694
92,0.008362241786478907
93,0.008038755049000415
94,0.008019519896588856
95,0.008087857001942646
96,0.007900746547377402
97,0.008213623617229042
98,0.008021323565842675
99,0.00800422885975522
100,0.007972076685663366
101,0.008247535449330951
102,0.008321883057419181
103,0.008132038040894652
104,0.007902599625872196
105,0.008011820288351757
106,0.007871032973764415
107,0.007600999420406382
108,0.008557188428347491
109,0.008092130553010281
110,0.008036849234946426
111,0.007878151189477794
112,0.00800333844102705
113,0.00790068022224379
114,0.007983862360757927
115,0.008016029888586445
116,0.008144032615190411
117,0.00789989399784582
118,0.008155122627508048
119,0.008097726675576308
120,0.007913339389899092
121,0.007978121573640518
122,0.007681389156551403
123,0.008000724400016793
124,0.007926719013693045
125,0.007988749641249383
126,0.007864071045002646
127,0.00788859863568572
128,0.008043288692495057
129,0.007908643596339584
130,0.007910442237682535
131,0.007887463300154668
132,0.007919856123424614
133,0.007749410993656102
134,0.008097033725828894
135,0.007666088463304305
136,0.007799873153347953
137,0.007733193895377089
138,0.009218260428738733
139,0.009039954298627962
140,0.00802950517272113
141,0.00788424421682625
142,0.007896763544041526
143,0.007932701093520036
144,0.008057234893327301
145,0.007769645327094595
146,0.007832925353194591
147,0.007901888028966192
148,0.007957298009091063
149,0.007668411334764079
150,0.007639864133748472
151,0.007890708068788763
152,0.00775186614258266
153,0.007803789326146813
154,0.007897323399137
155,0.007778085788772391
156,0.007803697741747858
157,0.008061678246125815
158,0.007850672292067894
159,0.007835148815856587
160,0.007536252891934856
161,0.00769729367135516
162,0.008461881613806293
163,0.007741100452204454
164,0.007799686486522112
165,0.007706570408022423
166,0.007855792533952145
167,0.007732590889987799
168,0.007844839014503974
169,0.0077267995648563756
170,0.0076520476632458406
171,0.007749305495590617
172,0.00778807172835568
173,0.007964658160863768
174,0.0077046201419749055
175,0.00781887418495105
176,0.0077936689151138095
177,0.00785806613686773
178,0.007628582242711895
179,0.007460011025176513
180,0.007813689491240856
181,0.007596799515285254
182,0.00782002820315415
183,0.008010865883168135
184,0.007868535988820681
185,0.007725433171955523
186,0.007719784831222979
187,0.007462436711915042
188,0.0075506997276500775
189,0.007597719811433872
190,0.007854163008400835
191,0.007663703788006733
192,0.00787716972208167
193,0.007658939046430852
194,0.007703435299010772
195,0.008125801499371574
196,0.007518453079665066
197,0.0075113449627021754
198,0.007794823241245612
199,0.00771557608096675
